Soil Type,GLCM Contrast,Wavelet Energy,Entropy,Histogram RGB Mean,Crop
Alluvial Soil,198.5501407,2149924198,4.272969979,2070.25,Pulses
Alluvial Soil,2147.545382,6407963399,7.295731834,1530.765625,Rice
Alluvial Soil,430.2269308,4943087666,7.259554095,1062.5,Pulses
Alluvial Soil,1009.851631,1331899554,7.558275003,474,Rice
Alluvial Soil,693.3286185,2166466231,7.491285629,551.640625,Pulses
Alluvial Soil,560.4344027,2314562483,6.837802287,407.96875,Rice
Alluvial Soil,690.6371062,214049896.3,6.824993446,39.0625,Grapes
Alluvial Soil,2356.657372,629508031.3,7.533809338,197.421875,Rice
Alluvial Soil,755.2572394,689335722,6.615122165,196.5234375,Pulses
Alluvial Soil,1009.330033,559211527.3,7.567114219,197.2265625,Rice
Alluvial Soil,1725.879087,872251807.8,7.393748477,196.2304688,Pulses
Alluvial Soil,839.093377,1083175303,6.997148799,196.8828125,Rice
Alluvial Soil,1709.662465,1102344962,7.257049327,196.5,Pulses
Alluvial Soil,903.9424719,888808626,7.303722466,196.875,Rice
Alluvial Soil,1045.969896,1149667393,7.491041388,197.296875,Grapes
Alluvial Soil,254.9239422,145254279,6.129061329,39.0625,Rice
Alluvial Soil,1027.933117,880462440.5,7.537138426,196.171875,Pulses
Alluvial Soil,347.5459151,1439139738,7.376519632,196.9375,Rice
Alluvial Soil,2177.754322,100564043,7.248985173,39.0625,Rice
Alluvial Soil,547.1148196,737655484.5,6.540664373,196.875,Pulses
Alluvial Soil,789.9365491,232304200,7.200969269,39.0625,Rice
Alluvial Soil,720.6433555,120324754.3,7.263392196,39.0625,Rice
Alluvial Soil,1851.860999,190026735,7.448221349,39.0625,Rice
Alluvial Soil,542.967461,1290289266,7.142143318,196.2734375,Pulses
Alluvial Soil,925.7790395,522832886.8,7.553259215,196.5820313,Pulses
Alluvial Soil,2269.735528,641610572.8,7.601963511,196.5820313,Pulses
Alluvial Soil,1548.7565,1043962173,7.456355758,196.8632813,Pulses
Alluvial Soil,1851.860999,190026735,7.448221349,39.0625,Rice
Alluvial Soil,2620.959307,1097296782,7.570461565,196.2734375,Pulses
Alluvial Soil,1075.229437,117673570.8,6.794082865,39.0625,Rice
Alluvial Soil,264.3451729,135560645,6.08559406,39.0625,Rice
Alluvial Soil,894.4292589,760434537,7.570817421,197.296875,Pulses
Alluvial Soil,435.0159266,790523009.3,7.171147535,197.3828125,Pulses
Alluvial Soil,1859.576389,969985177.5,7.808604419,196.5820313,Pulses
Alluvial Soil,1615.59398,834867246.8,7.524747419,197.7539063,Pulses
Alluvial Soil,1283.772865,239171165.3,7.807723481,39.0625,Rice
Alluvial Soil,1416.079039,1115460715,7.446959796,196.8828125,Pulses
Alluvial Soil,343.9122977,897701597.8,7.032204376,197.7539063,Pulses
Alluvial Soil,1226.997139,1234199770,7.866064733,197.7539063,Pulses
Alluvial Soil,611.2485863,13946473858,6.684089735,2365.3125, Grapes
Alluvial Soil,639.3585908,13935477037,6.690468404,2365.3125, Grapes
Alluvial Soil,686.0671678,13945967495,6.713327694,2365.3125, Grapes
Alluvial Soil,688.6965759,13935606800,6.713890805,2365.3125, Grapes
Alluvial Soil,679.0937701,13942526468,6.706790832,2365.3125, Grapes
Alluvial Soil,687.2585722,14282789749,6.697768911,2365.3125, Grapes
Alluvial Soil,693.3293245,14280571594,6.694718519,2365.3125, Grapes
Alluvial Soil,702.1657522,13936267592,6.720077675,2365.3125, Grapes
Alluvial Soil,616.3182635,14653728437,6.77598847,2365.3125, Grapes
Alluvial Soil,672.8073346,14295123783,6.691890068,2365.3125, Grapes
Alluvial Soil,678.1333671,14281796942,6.68702331,2365.3125, Grapes
Alluvial Soil,682.3989497,14259721330,6.688675474,2365.3125, Grapes
Alluvial Soil,685.1516398,14285109592,6.69300643,2365.3125, Grapes
Alluvial Soil,685.5626664,14273803489,6.706867805,2365.3125, Grapes
Alluvial Soil,668.2745446,14288835142,6.682718055,2365.3125, Grapes
Alluvial Soil,616.2740473,14644258538,6.768486675,2365.3125, Grapes
Alluvial Soil,600.3124882,14636943844,6.758567381,2365.3125, Grapes
Alluvial Soil,655.6817191,14278652016,6.674448819,2365.3125, Grapes
Alluvial Soil,613.490128,14635076765,6.769207204,2365.3125, Grapes
Alluvial Soil,668.8784016,14510382418,6.761522145,2365.3125, Grapes
Alluvial Soil,613.8968072,14675543492,6.779974557,2365.3125, Grapes
Alluvial Soil,681.7842339,14284730151,6.700791544,2365.3125, Grapes
Alluvial Soil,685.1463264,14273432724,6.691148539,2365.3125, Grapes
Alluvial Soil,380.6705346,13754778560,6.220382047,2365.3125, Grapes
Alluvial Soil,374.4713909,13778033807,6.225881538,2365.3125, Grapes
Alluvial Soil,363.0389583,13785175131,6.220540106,2365.3125, Grapes
Alluvial Soil,689.7808027,14255772211,6.692318501,2365.3125, Grapes
Alluvial Soil,352.0190355,13779419103,6.215876998,2365.3125, Grapes
Alluvial Soil,383.2104297,13774952657,6.235646159,2365.3125, Grapes
Alluvial Soil,368.6532357,13775340710,6.228342413,2365.3125, Grapes
Alluvial Soil,668.8985815,14423751118,6.731290336,2365.3125, Grapes
Alluvial Soil,349.2029566,13776963944,6.208788321,2365.3125, Grapes
Alluvial Soil,317.2663526,13785239951,6.182892325,2365.3125, Grapes
Alluvial Soil,356.3716886,13795595052,6.218376761,2365.3125, Grapes
Alluvial Soil,341.8517938,13787267726,6.209699526,2365.3125, Grapes
Alluvial Soil,301.6866568,13806387817,6.17168747,2365.3125, Grapes
Alluvial Soil,278.9337062,13827149111,6.145268895,2365.3125, Grapes
Alluvial Soil,287.1104509,13829773128,6.155714048,2365.3125, Grapes
Alluvial Soil,303.7081511,13820184311,6.171417847,2365.3125, Grapes
Alluvial Soil,292.4182559,13817755999,6.161234117,2365.3125, Grapes
Alluvial Soil,284.410058,13845071659,6.150191385,2365.3125, Grapes
Alluvial Soil,257.5332538,13866648717,6.121645673,2365.3125, Grapes
Alluvial Soil,1027.836592,10240651769,7.02469667,2365.3125, Grapes
Alluvial Soil,1024.636062,10315603557,7.023789221,2365.3125, Grapes
Alluvial Soil,1020.938044,10300384355,7.021804169,2365.3125, Grapes
Alluvial Soil,1029.073846,10260599473,7.025292794,2365.3125, Grapes
Alluvial Soil,1023.452069,10263867844,7.023040673,2365.3125, Grapes
Alluvial Soil,265.8324442,13865510698,6.127410137,2365.3125, Grapes
Alluvial Soil,1021.409394,10334553789,7.021844521,2365.3125, Grapes
Alluvial Soil,1017.125618,10351584796,7.021010309,2365.3125, Grapes
Alluvial Soil,1040.930033,10297520442,7.029056068,2365.3125, Grapes
Alluvial Soil,1013.727188,10359929608,7.019709676,2365.3125, Grapes
Alluvial Soil,613.9779909,14596791151,6.757184748,2365.3125, Pulses
Alluvial Soil,1018.665333,10335293186,7.021164749,2365.3125, Grapes
Alluvial Soil,1010.501527,10397049703,7.017835903,2365.3125, Grapes
Alluvial Soil,1004.243226,10400936431,7.014545979,2365.3125, Grapes
Alluvial Soil,924.061472,17114585369,7.170445007,2365.3125, Grapes
Alluvial Soil,612.5259369,14545442625,6.741369783,2365.3125, Pulses
Alluvial Soil,922.8845707,17101917245,7.171663952,2365.3125, Grapes
Alluvial Soil,917.6900134,17121006928,7.169354024,2365.3125, Grapes
Alluvial Soil,796.2907401,17117264700,7.063809431,2365.3125, Grapes
Alluvial Soil,653.5161167,14473032385,6.742216516,2365.3125, Pulses
Alluvial Soil,925.9835921,17072735313,7.170734307,2365.3125, Grapes
Alluvial Soil,795.8090335,17057942655,7.061404257,2365.3125, Grapes
Alluvial Soil,926.6239721,17080464885,7.172664338,2365.3125, Grapes
Alluvial Soil,762.5932341,16983994496,7.119824711,2365.3125, Grapes
Alluvial Soil,790.6086111,17010285535,7.057362276,2365.3125, Grapes
Alluvial Soil,799.7628238,17055933080,7.062395611,2365.3125, Grapes
Alluvial Soil,791.0211562,17131903140,7.060238624,2365.3125, Grapes
Alluvial Soil,766.1262501,17008147400,7.119124846,2365.3125, Grapes
Alluvial Soil,764.7877547,16998320237,7.122341793,2365.3125, Grapes
Alluvial Soil,764.7669117,16990313806,7.120563336,2365.3125, Grapes
Alluvial Soil,797.65478,16998019329,7.060732287,2365.3125, Grapes
Alluvial Soil,760.3461385,17006727095,7.120336213,2365.3125, Grapes
Alluvial Soil,386.4582957,3920511567,6.946586285,1062.90625, Pulses
Alluvial Soil,265.9126695,19616411431,7.505829738,6451.171875, Pulses
Alluvial Soil,333.254788,3109131471,7.095754323,685.7851563, Pulses
Alluvial Soil,833.3127249,17022925118,7.144737891,2365.3125, Grapes
Alluvial Soil,1022.310969,17079891046,7.201517956,2365.3125, Grapes
Alluvial Soil,867.6291669,16983163380,7.084186615,2365.3125, Grapes
Alluvial Soil,822.6301893,17015246989,7.14148736,2365.3125, Grapes
Alluvial Soil,864.2424451,17005745455,7.082453561,2365.3125, Grapes
Alluvial Soil,827.0576316,16998760115,7.141659572,2365.3125, Grapes
Alluvial Soil,827.2091753,17006077958,7.142823075,2365.3125, Grapes
Alluvial Soil,855.8427693,17021601508,7.078978727,2365.3125, Grapes
Alluvial Soil,828.4273397,17016649225,7.139576265,2365.3125, Grapes
Alluvial Soil,825.5519706,16992400518,7.14089297,2365.3125, Grapes
Alluvial Soil,856.220766,17137825839,7.081214406,2365.3125, Grapes
Alluvial Soil,856.8417743,17019941419,7.079074096,2365.3125, Grapes
Alluvial Soil,866.4295551,17064262795,7.084003498,2365.3125, Grapes
Alluvial Soil,862.546479,17065045880,7.082790382,2365.3125, Grapes
Alluvial Soil,1018.998925,17072557489,7.198866461,2365.3125, Grapes
Alluvial Soil,727.7921168,14484984602,6.779380862,2365.3125, Pulses
Alluvial Soil,861.2363698,17125727326,7.084446862,2365.3125, Grapes
Alluvial Soil,787.0206239,13958908964,6.762290047,2365.3125, Pulses
Alluvial Soil,1011.148382,17120376615,7.19778867,2365.3125, Grapes
Alluvial Soil,1017.303849,17100547650,7.200233843,2365.3125, Grapes
Alluvial Soil,683.1616774,14557416775,6.77804112,2365.3125, Pulses
Alluvial Soil,1017.439259,17114491052,7.198654077,2365.3125, Grapes
Alluvial Soil,1096.469078,10408800112,7.04646807,2365.3125, Grapes
Alluvial Soil,1104.752445,10404670092,7.050418601,2365.3125, Grapes
Alluvial Soil,683.9494822,14608348648,6.792885254,2365.3125, Pulses
Alluvial Soil,1111.887884,10342870522,7.053220329,2365.3125, Grapes
Alluvial Soil,1105.783669,10367932105,7.05134558,2365.3125, Grapes
Alluvial Soil,1136.126375,10304794177,7.061130853,2365.3125, Grapes
Alluvial Soil,1110.869507,10358517529,7.053260564,2365.3125, Grapes
Alluvial Soil,1115.228017,10342529002,7.053851882,2365.3125, Grapes
Alluvial Soil,1117.592768,10271135342,7.055311261,2365.3125, Grapes
Alluvial Soil,308.4287454,13871481662,6.175900145,2365.3125, Pulses
Alluvial Soil,1123.943181,10269187703,7.057632203,2365.3125, Grapes
Alluvial Soil,1113.505752,10308038205,7.053645347,2365.3125, Grapes
Alluvial Soil,1118.073677,10323459047,7.055657284,2365.3125, Grapes
Alluvial Soil,1121.84555,10248516495,7.056957081,2365.3125, Grapes
Alluvial Soil,299.1748799,13872933197,6.16915713,2365.3125, Pulses
Alluvial Soil,330.3755806,13851026179,6.200754756,2365.3125, Pulses
Alluvial Soil,339.3787111,13824466653,6.212616003,2365.3125, Pulses
Alluvial Soil,352.4928503,13827099839,6.22330133,2365.3125, Pulses
Alluvial Soil,333.8681382,13836059052,6.206344121,2365.3125, Pulses
Alluvial Soil,323.1979715,13833849548,6.194788841,2365.3125, Pulses
Alluvial Soil,350.8079433,13812990610,6.224141694,2365.3125, Pulses
Alluvial Soil,396.7977132,13793945704,6.266558155,2365.3125, Pulses
Alluvial Soil,413.1318129,13800884314,6.276437744,2365.3125, Pulses
Alluvial Soil,758.3777429,14296941185,6.740276858,2365.3125, Grapes
Alluvial Soil,762.3082734,14284965385,6.731551611,2365.3125, Grapes
Alluvial Soil,367.2575801,13791262656,6.236647187,2365.3125, Pulses
Alluvial Soil,408.0690048,13786240370,6.27375786,2365.3125, Pulses
Alluvial Soil,744.5275462,14435959723,6.769151748,2365.3125, Grapes
Alluvial Soil,404.307996,13782879933,6.265760436,2365.3125, Pulses
Alluvial Soil,766.2340179,14281584426,6.73297345,2365.3125, Grapes
Alluvial Soil,427.4096696,13782380024,6.287280667,2365.3125, Pulses
Alluvial Soil,768.2644038,14267900812,6.733202305,2365.3125, Grapes
Alluvial Soil,420.8100249,13791412452,6.279257454,2365.3125, Pulses
Alluvial Soil,443.9465279,13780743793,6.295744416,2365.3125, Pulses
Alluvial Soil,435.06308,13785545612,6.286207233,2365.3125, Pulses
Alluvial Soil,441.0424119,13761661327,6.282666726,2365.3125, Pulses
Alluvial Soil,683.4774855,14687398963,6.815701018,2365.3125, Grapes
Alluvial Soil,730.2480323,14289397562,6.714624155,2365.3125, Grapes
Alluvial Soil,687.5662238,14665822545,6.812201032,2365.3125, Grapes
Alluvial Soil,779.8949254,13948197946,6.759323636,2365.3125, Grapes
Alluvial Soil,770.4842541,14292710832,6.735268472,2365.3125, Grapes
Alluvial Soil,764.7658226,14295209530,6.737771252,2365.3125, Grapes
Alluvial Soil,764.7020105,13947342084,6.752297265,2365.3125, Grapes
Alluvial Soil,753.8371692,13954157305,6.745599916,2365.3125, Grapes
Alluvial Soil,761.9027894,13958127631,6.75194641,2365.3125, Grapes
Alluvial Soil,711.762912,13946202067,6.729102396,2365.3125, Grapes
Alluvial Soil,680.9182383,13957301440,6.721116008,2365.3125, Grapes
Alluvial Soil,683.8529731,14647403921,6.805483224,2365.3125, Grapes
Alluvial Soil,743.7607472,14522300568,6.798692937,2365.3125, Grapes
Alluvial Soil,670.5672549,14648154787,6.795622412,2365.3125, Grapes
Alluvial Soil,687.2022448,14656301370,6.804384965,2365.3125, Grapes
Alluvial Soil,761.2695005,14285319377,6.745622409,2365.3125, Grapes
Alluvial Soil,745.2366173,14300040696,6.723903618,2365.3125, Grapes
Alluvial Soil,762.3719215,14295741666,6.733408184,2365.3125, Grapes
Alluvial Soil,760.7482571,14270858297,6.729548359,2365.3125, Grapes
Alluvial Soil,755.4618599,14293047776,6.727656603,2365.3125, Grapes
Alluvial Soil,748.4569209,14306966891,6.731471583,2365.3125, Grapes
Alluvial Soil,204.3049942,1100166133,4.163690408,2070.25, Pulses
Alluvial Soil,111.0364968,578715030.8,2.507562533,2070.25, Pulses
Alluvial Soil,111.6590083,578573721,2.500200014,2070.25, Pulses
Alluvial Soil,204.2794113,1099991419,4.160615509,2070.25, Pulses
Alluvial Soil,111.9453522,578325305.8,2.500555691,2070.25, Pulses
Alluvial Soil,112.2720753,578464499.5,2.509962394,2070.25, Pulses
Alluvial Soil,203.5441113,1100375647,4.15976377,2070.25, Pulses
Alluvial Soil,221.4434323,1725101680,3.701034318,2070.25, Pulses
Alluvial Soil,114.0236475,907157487.3,2.205634303,2070.25, Pulses
Alluvial Soil,113.9883269,907750011.3,2.202707774,2070.25, Pulses
Alluvial Soil,221.4868807,1725372872,3.698423086,2070.25, Pulses
Alluvial Soil,113.9815123,906826406.3,2.206851992,2070.25, Pulses
Alluvial Soil,114.1473387,907686131,2.204255695,2070.25, Pulses
Alluvial Soil,221.0899362,1725285161,3.6921407,2070.25, Pulses
Alluvial Soil,246.3247824,1575339133,3.006242747,2070.25, Pulses
Alluvial Soil,96.39581781,811285733.8,1.718027778,2070.25, Pulses
Alluvial Soil,95.3904949,811129992,1.723671781,2070.25, Pulses
Alluvial Soil,246.3415286,1575264663,3.011792895,2070.25, Pulses
Alluvial Soil,95.22289834,811529773.3,1.725204005,2070.25, Pulses
Alluvial Soil,95.04266331,810916618.5,1.722002167,2070.25, Pulses
Alluvial Soil,247.7756001,1575488965,3.006750049,2070.25, Pulses
Alluvial Soil,201.2558391,2149786557,4.259105529,2070.25, Pulses
Alluvial Soil,108.5190134,1128758938,2.549098275,2070.25, Pulses
Alluvial Soil,109.4650203,1129409598,2.543868651,2070.25,Rice
Alluvial Soil,201.24375,2149670911,4.271576105,2070.25,Pulses
Alluvial Soil,109.4863949,1128693244,2.553666993,2070.25,Grapes
Alluvial Soil,108.9335369,1128825296,2.55087175,2070.25,Rice
Alluvial Soil,198.5501407,2149924198,4.272969979,2070.25,Pulses
Alluvial Soil,2147.545382,6407963399,7.295731834,1530.765625,Grapes
Alluvial Soil,430.2269308,4943087666,7.259554095,1062.5,Rice
Alluvial Soil,1009.851631,1331899554,7.558275003,474,Pulses
Alluvial Soil,693.3286185,2166466231,7.491285629,551.640625,Grapes
Black Soil,664.5692236,149911138,6.54580442,196.2734375,Cotton
Black Soil,1614.175719,242781875.8,7.071854526,196.5,Sugarcane
Black Soil,482.9370705,277891656.3,6.110965793,196.6796875,Carrot
Black Soil,578.8652688,75502316.25,6.167255099,196.5,Cotton
Black Soil,879.22594,169406876.8,6.76552304,197.109375,Sugarcane
Black Soil,1749.307816,165669074.3,7.003233106,196.5820313,Carrot
Black Soil,1252.809458,187289550.5,6.735650409,197.5234375,Cotton
Black Soil,292.6009309,49829820.75,5.790414779,149.375,Sugarcane
Black Soil,1828.586895,235517568.5,7.185827982,196.5820313,Carrot
Black Soil,431.9185489,169220007,6.249286635,196.5820313,Cotton
Black Soil,552.1480174,60998889.75,6.24812689,196.5820313,Sugarcane
Black Soil,1931.480062,493992316,7.283858325,196.53125,Carrot
Black Soil,945.4578898,679098249.8,7.466095164,196.21875,Cotton
Black Soil,2098.142756,318294788.8,7.057962572,196.65625,Sugarcane
Black Soil,1685.74367,280112513,7.085268615,197.296875,Carrot
Black Soil,960.9921422,109439673.8,6.622739086,196.5820313,Cotton
Black Soil,933.7750666,1144172252,6.158049698,196.5546875,Sugarcane
Black Soil,472.1007322,186023835,6.386969685,196.5,Carrot
Black Soil,564.1513248,391291473.8,6.914880183,197.296875,Cotton
Black Soil,847.5382358,226363513.5,6.893041818,196.5,Sugarcane
Black Soil,991.2727479,210326792.5,6.566362162,197.0742188,Carrot
Black Soil,377.6312258,890057042,5.306860304,197.296875,Cotton
Black Soil,518.0123647,468936376,6.421157321,196.6796875,Sugarcane
Black Soil,811.4025336,314096443.3,6.558416418,196.6796875,Carrot
Black Soil,810.6861904,296578335.3,7.031396726,196.5820313,Cotton
Black Soil,1468.294869,593254039.3,7.123987794,196.6796875,Sugarcane
Black Soil,844.2106791,119254771.3,6.435917077,197.0742188,Carrot
Black Soil,675.4255484,1528835227,5.621777617,197.7539063,Cotton
Black Soil,1191.88032,326964264.3,7.026834567,196.453125,Sugarcane
Black Soil,450.9274519,104203658,6.520493599,196.5820313,Carrot
Black Soil,458.3942071,125878957,6.462136394,196.5820313,Cotton
Black Soil,688.8821469,288005782.5,6.582373335,196.4960938,Sugarcane
Black Soil,671.2839654,1161718043,6.593767008,196.5625,Carrot
Black Soil,543.0528998,199963420,6.7306363,196.5820313,Cotton
Black Soil,327.1340699,179469946.8,5.978836549,196.5,Sugarcane
Black Soil,2509.558158,684703717,7.603788579,196.6796875,Carrot
Black Soil,976.916639,457058420.5,6.889528422,196.6796875,Cotton
Black Soil,578.7806527,253624849.3,6.236240871,196.5,Sugarcane
Black Soil,964.5840847,1531052322,5.623886591,197.7539063,Carrot
Black Soil,727.4980442,153315631.5,6.649882196,196.5820313,Cotton
Black Soil,389.6235799,145607343.3,5.74083659,196.5,Sugarcane
Black Soil,98.19317232,70230497.5,5.667153136,197.3359375,Carrot
Black Soil,281.57136,64501887.25,5.948387702,196.21875,Cotton
Black Soil,931.7604392,86787810.75,6.483040635,197.7539063,Sugarcane
Black Soil,1834.226452,283657317.8,7.098702233,196.875,Carrot
Black Soil,403.8904021,168829296.5,6.231933133,196.2734375,Cotton
Black Soil,963.7038829,186666628,6.934260447,196.5820313,Sugarcane
Black Soil,1531.895622,193500952.5,6.990402042,197.7539063,Carrot
Black Soil,960.9921422,109439673.8,6.622739086,196.5820313,Cotton
Black Soil,488.2756263,186670960,6.869038098,197.7539063,Sugarcane
Black Soil,754.802835,99324453.25,6.536242361,197.7539063,Carrot
Black Soil,992.3802357,676313318.5,6.941671733,197.7539063,Cotton
Black Soil,858.2491961,485744039.3,6.838268017,197.3828125,Sugarcane
Black Soil,552.1480174,60998889.75,6.24812689,196.5820313,Carrot
Black Soil,945.4578898,679098249.8,7.466095164,196.21875,Cotton
Black Soil,2098.142756,318294788.8,7.057962572,196.65625,Sugarcane
Black Soil,1685.74367,280112513,7.085268615,197.296875,Carrot
Black Soil,1651.630171,155400018.5,6.894231897,196.5820313,Cotton
Black Soil,260.4731002,49457677.25,5.809432112,196.765625,Sugarcane
Black Soil,260.4731002,49457677.25,5.809432112,196.765625,Carrot
Black Soil,932.8926756,86013255.25,6.471963908,196.5820313,Cotton
Black Soil,932.8926756,86013255.25,6.471963908,196.5820313,Cotton
Black Soil,269.8370133,71326936,6.002386783,196.453125,Cotton
Black Soil,269.8370133,71326936,6.002386783,196.453125,Cotton
Black Soil,437.1452162,313226317.8,6.466020677,718.125,Sugarcane
Black Soil,104.4983215,30758661935,5.06533695,3303.710938,Sugarcane
Black Soil,681.1180619,605263282.3,6.949549179,234.375,Carrot
Black Soil,63.09198487,1002624239,4.122230476,2070.25,Carrot
Black Soil,38.97487454,529091321.3,2.501886135,2070.25,Carrot
Black Soil,1220.434876,908419355.5,7.856864934,196.2734375,Cotton
Black Soil,1220.434876,908419355.5,7.856864934,196.2734375,Cotton
Black Soil,224.5173332,73702969,5.831477412,197.7539063,Sugarcane
Black Soil,224.5173332,73702969,5.831477412,197.7539063,Sugarcane
Black Soil,1012.431259,200502065.8,6.648539577,196.5820313,Cotton
Black Soil,1012.431259,200502065.8,6.648539577,196.5820313,Cotton
Black Soil,1475.608969,150292161.8,6.831571056,196.5820313,Cotton
Black Soil,1475.608969,150292161.8,6.831571056,196.5820313,Cotton
Black Soil,967.9195476,185420779,6.753894813,196.5820313,Cotton
Black Soil,967.9195476,185420779,6.753894813,196.5820313,Cotton
Black Soil,857.3521922,116914697.5,6.414143758,196.359375,Carrot
