Soil Type,GLCM Contrast,Wavelet Energy,Entropy,Histogram RGB Mean,Crop
Clay Soil,1248.978781,802600474.8,7.483662571,289.453125,Tomatoes
Clay Soil,2028.24248,5952306457,7.518035887,1659.375,Tomatoes
Clay Soil,71.77886638,2458953627,3.476614543,2070.25,Asparagus
Clay Soil,816.6976711,845513725.3,7.270811344,197.7539063,Cabbage
Clay Soil,1114.868799,182301210.5,7.443033928,39.0625,Cabbage
Clay Soil,347.2640513,7263648480,7.322779623,2725.335938,Asparagus
Clay Soil,1115.5171,24631655833,7.537943371,4218.75,Tomatoes
Clay Soil,875.6632028,27830978009,7.258595136,4854.6875,Cabbage
Clay Soil,804.9947642,29917588338,6.842134211,4309.375,Cabbage
Clay Soil,313.5259376,9143299518,7.063233536,1306.25,Asparagus
Clay Soil,1419.909065,1415316267,7.336928596,196.875,Tomatoes
Clay Soil,1376.604461,1050269829,7.599370014,196.4804688,Tomatoes
Clay Soil,1231.916282,313317104,7.266529896,39.0625,Cabbage
Clay Soil,967.6796642,519969098.3,7.271753716,196.5820313,Cabbage
Clay Soil,1681.157343,1338252540,6.790578959,196.21875,Tomatoes
Clay Soil,550.448779,1376239121,6.979819572,196.8046875,Asparagus
Clay Soil,909.3194516,1096721883,7.62080539,196.2734375,Tomatoes
Clay Soil,3271.943782,1240029119,7.63117576,196.8984375,Tomatoes
Clay Soil,816.6976711,845513725.3,7.270811344,197.7539063,Cabbage
Clay Soil,1114.868799,182301210.5,7.443033928,39.0625,Cabbage
Clay Soil,853.1919856,2006046888,7.48771896,444.0625,Asparagus
Clay Soil,961.6218469,4143805105,7.494007541,976.5625,Tomatoes
Clay Soil,2028.24248,5952306457,7.518035887,1659.375,Tomatoes
Clay Soil,1848.88969,23431841139,7.479946326,4844.53125,Tomatoes
Clay Soil,72.06520582,2458885730,3.468100819,2070.25,Asparagus
Clay Soil,51.35997679,1288485733,2.130226358,2070.25,Asparagus
Clay Soil,51.07623985,1289188383,2.129085828,2070.25,Asparagus
Clay Soil,72.03371395,2459430767,3.481334559,2070.25,Asparagus
Clay Soil,51.54775223,1288418080,2.134739271,2070.25,Asparagus
Clay Soil,50.92909755,1288447834,2.131000966,2070.25,Asparagus
Clay Soil,71.77886638,2458953627,3.476614543,2070.25,Asparagus
Clay Soil,46.82090645,1309613248,4.219382788,2070.25,Asparagus
Clay Soil,21.82846296,679157658.3,2.569721358,2070.25,Asparagus
Clay Soil,21.92861431,679371393,2.573623785,2070.25,Asparagus
Clay Soil,46.81385176,1309684711,4.205746618,2070.25,Asparagus
Clay Soil,21.73885669,679040296,2.570417443,2070.25,Asparagus
Clay Soil,21.76989868,678925902.3,2.559371374,2070.25,Asparagus
Clay Soil,46.09740155,1309631153,4.208657888,2070.25,Asparagus
Clay Soil,34.71759946,896958031.5,2.541060916,2070.25,Asparagus
Clay Soil,22.11262743,468880863.3,1.493721943,2070.25,Asparagus
Clay Soil,22.23787123,468627920.3,1.485280689,2070.25,Asparagus
Clay Soil,34.74199239,897458571.3,2.527587824,2070.25,Asparagus
Clay Soil,22.08105912,469084338.3,1.490626281,2070.25,Asparagus
Clay Soil,22.01167453,468717603,1.486042352,2070.25,Asparagus
Clay Soil,34.78728302,897322313.8,2.534561915,2070.25,Asparagus
Clay Soil,193.0183225,10826175883,7.367350195,2070.25,Tomatoes
Clay Soil,204.4081098,5560385451,4.958998533,2070.25,Asparagus
Clay Soil,206.8027954,5559024572,4.95348073,2070.25,Asparagus
Clay Soil,193.0177633,10826545225,7.367675068,2070.25,Tomatoes
Clay Soil,204.9332666,5560706179,4.953233664,2070.25,Asparagus
Clay Soil,206.9751943,5560033456,4.957897875,2070.25,Asparagus
Clay Soil,192.7227999,10825193426,7.367669224,2070.25,Tomatoes
Clay Soil,480.7660297,4655641412,7.617917187,958.59375,Tomatoes
Red Soil,1321.246429,7600814214,7.108415733,2605.46875,Groundnuts
Red Soil,231.5662391,2232455477,6.693791002,976.5625,Millets
Red Soil,912.2821907,899403914.3,7.064958388,414.0625,Wheat
Red Soil,434.9317225,98518576571,7.338866343,19200,Groundnuts
Red Soil,288.4350843,622512079.3,7.21507183,196.5820313,Millets
Red Soil,429.0066076,751548791.5,6.549629469,263.671875,Millets
Red Soil,297.2649044,2776441184,6.504563244,3135,Groundnuts
Red Soil,762.9686446,3906846403,6.267420081,547.9140625,Wheat
Red Soil,1635.157232,16119058029,7.400783939,4372.265625,Groundnuts
Red Soil,1014.959719,631100718.8,6.898644169,650.390625,Wheat
Red Soil,1834.859965,13802344375,7.616881847,1875,Millets
Red Soil,204.20605,36797957994,6.641173812,16224,Groundnuts
Red Soil,729.6016166,17975354636,7.122634962,4800,Millets
Red Soil,539.5328088,2110746465,6.722702973,2427.851563,Wheat
Red Soil,1321.246429,7600814214,7.108415733,2605.46875,Groundnuts
Red Soil,231.5662391,2232455477,6.693791002,976.5625,Millets
Red Soil,912.2821907,899403914.3,7.064958388,414.0625,Wheat
Red Soil,434.9317225,98518576571,7.338866343,19200,Groundnuts
Red Soil,288.4350843,622512079.3,7.21507183,196.5820313,Millets
Red Soil,429.0066076,751548791.5,6.549629469,263.671875,Wheat
Red Soil,297.2649044,2776441184,6.504563244,3135,Groundnuts
Red Soil,762.9686446,3906846403,6.267420081,547.9140625,Millets
Red Soil,1635.157232,16119058029,7.400783939,4372.265625,Wheat
Red Soil,1014.959719,631100718.8,6.898644169,650.390625,Groundnuts
Red Soil,1834.859965,13802344375,7.616881847,1875,Millets
Red Soil,204.20605,36797957994,6.641173812,16224,Wheat
Red Soil,729.6016166,17975354636,7.122634962,4800,Groundnuts
Red Soil,539.5328088,2110746465,6.722702973,2427.851563,Millets
Red Soil,1421.985485,455654622.3,7.360497251,196.5820313,Wheat
Red Soil,475.8347894,991834219.8,7.099191139,196.2734375,Groundnuts
Red Soil,735.7986658,276867552.5,6.805055565,196.5820313,Millets
Red Soil,2037.582471,1346727061,7.232335438,504.21875,Wheat
Red Soil,1999.231339,67482084,7.027685979,39.0625,Groundnuts
Red Soil,735.7986658,276867552.5,6.805055565,196.5820313,Millets
Red Soil,1082.88097,202790806,6.810942416,196.5820313,Wheat
Red Soil,1421.985485,455654622.3,7.360497251,196.5820313,Groundnuts
Red Soil,2003.393396,581003262.3,7.286278115,196.875,Millets
Red Soil,1113.864048,1388381727,6.479992035,196.171875,Wheat
Red Soil,190.3543774,1625996084,6.386474268,196.5820313,Groundnuts
Red Soil,833.9556543,40054768,6.570862676,39.0625,Millets
Red Soil,622.5995087,186169921,6.391754182,197.7539063,Wheat
Red Soil,576.1845626,447364438.3,6.354271481,196.6796875,Groundnuts
Red Soil,571.3525629,348511256.8,6.556470485,197.296875,Millets
Red Soil,335.2397978,801030840.8,6.700444612,196.6796875,Wheat
Red Soil,188.4193146,1107301216,7.182040044,197.03125,Groundnuts
Red Soil,357.6971488,70746356.75,6.035668829,39.0625,Millets
Red Soil,283.138914,797709046.3,7.244313591,196.5820313,Wheat
Red Soil,475.8347894,991834219.8,7.099191139,196.2734375,Groundnuts
Red Soil,230.9123214,36744008.75,5.812517892,39.0625,Millets
Red Soil,260.6202081,87158110.75,5.604802465,39.0625,Wheat
Red Soil,697.1147004,235057934.5,6.887402063,196.5820313,Groundnuts
Red Soil,591.5934456,500065439.3,6.278260826,196.5820313,Millets
Red Soil,832.1714307,429665092.3,6.972975993,196.859375,Wheat
Red Soil,372.0546772,740674616.8,7.009174906,196.5820313,Groundnuts
Red Soil,60.13187552,483673865.3,5.461977186,196.5820313,Millets
Red Soil,1.276755853,279925296,1.611893546,196.875,Wheat
Red Soil,1053.191213,339765485.5,6.83408054,196.5820313,Groundnuts
Red Soil,223.355682,720931615,5.946367239,196.5820313,Millets
Red Soil,421.9435558,453151450,6.643122327,197.7539063,Wheat
Red Soil,208.0946878,228194855.5,7.071280507,39.0625,Groundnuts
Red Soil,239.6975887,451692086.5,6.802147619,196.2734375,Millets
Red Soil,591.5934456,500065439.3,6.278260826,196.5820313,Wheat
Red Soil,264.1107563,296504555.3,5.702807405,39.0625,Groundnuts
Red Soil,118.8749795,1228712039,6.78956346,196.9375,Millets
Red Soil,321.9620217,630667254.3,6.468588186,196.7695313,Wheat
Red Soil,1208.353431,111786436.5,6.880810983,39.0625,Groundnuts
Red Soil,933.9149348,712347480.5,7.086005222,197.296875,Millets
Red Soil,2026.487684,469425337.3,7.44265486,196.5820313,Wheat
Red Soil,652.3845653,169032291.3,6.888049845,197.2265625,Groundnuts
Red Soil,267.270295,2456094181,4.53667535,196.359375,Millets
Red Soil,1081.414769,343499019,7.115159291,196.625,Wheat
Red Soil,125.7090792,193489438,5.438846864,196.5820313,Groundnuts
Red Soil,1464.335804,505435730.8,7.025450576,196.5820313,Millets
Red Soil,989.2350416,55713980.75,6.681891692,39.0625,Wheat
Red Soil,890.3276347,201001329.3,6.799877523,196.5820313,Groundnuts
Red Soil,670.4062967,513931680.3,6.695674643,196.2734375,Millets
Red Soil,51.39812219,269173803.8,4.86093852,196.2734375,Wheat
Red Soil,604.7239319,477296075.3,7.213099872,196.5820313,Groundnuts
Red Soil,915.0364887,586649740.5,7.276992443,197.5703125,Millets
Red Soil,360.0904862,537529474,7.00016042,196.2734375,Wheat
Red Soil,317.1295515,318512793,6.97869326,196.7109375,Groundnuts
Red Soil,635.5631459,525192436,6.880891191,196.5820313,Groundnuts
Red Soil,457.9121971,172989259.5,6.289668257,196.8632813,Millets
Red Soil,1036.92129,476881420.8,6.999258443,197.7539063,Wheat
Red Soil,159.7566578,306015872.3,5.770115135,196.5820313,Groundnuts
Red Soil,273.7848842,120472365.8,6.19513925,39.0625,Millets
Red Soil,1363.063678,93218202.5,7.229217998,39.0625,Wheat
Red Soil,311.8775768,560822765,6.479227228,196.2734375,Groundnuts
Red Soil,1164.167159,308768403,7.060770849,197.0742188,Millets
Red Soil,2293.010991,543083800,7.310776467,197.5234375,Wheat
Red Soil,357.6971488,70746356.75,6.035668829,39.0625,Groundnuts
Red Soil,541.5444406,313390315.8,6.733000617,196.453125,Millets
Red Soil,312.6401551,1335964095,6.696775743,196.2734375,Wheat
Red Soil,404.9999268,434790036.5,6.203923724,196.5820313,Groundnuts
Red Soil,263.6566849,702079291.5,6.332006912,196.2734375,Millets
Red Soil,775.1000434,490135656.3,6.794081556,197.265625,Wheat
Red Soil,647.6678143,614717291.3,7.324175518,196.5820313,Groundnuts
Red Soil,1795.045585,137638318.5,7.203133293,39.0625,Millets
Red Soil,384.7841692,63731088,6.074899009,39.0625,Wheat
Red Soil,463.0923801,495079942.5,6.166464292,196.5820313,Groundnuts
Red Soil,1649.542376,1326266145,6.082918391,197.7539063,Millets
Red Soil,404.9532959,605400336.8,6.888793575,196.2734375,Wheat
Red Soil,265.5084161,509080776.5,6.113294381,196.9921875,Groundnuts
Red Soil,812.060681,1454158949,7.368538733,196.2734375,Millets
Red Soil,353.3497173,701998737.3,6.082155934,196.5820313,Wheat
Red Soil,309.0331454,809089454.8,6.319629924,196.2734375,Groundnuts
Red Soil,276.5734036,429476999.5,7.010599911,196.078125,Millets
Red Soil,944.8482457,583096217.8,6.658340516,196.5820313,Wheat
Red Soil,647.5261925,721896626.8,6.694549674,196.2734375,Groundnuts
Red Soil,544.668582,59683205,6.56765216,39.0625,Millets
Red Soil,916.0935181,171847249.3,6.767869205,196.2734375,Wheat
Red Soil,104.3643189,1.31305E+11,6.66482662,19200,Groundnuts
Red Soil,714.8551929,962829282.5,6.355089936,426.5625,Millets
Red Soil,416.5349238,1317566720,6.481590826,1406.25,Wheat
Red Soil,112.7935064,7494900626,5.386225029,976.5625,Groundnuts
Red Soil,370.5630755,2310958602,6.596403123,724.609375,Millets
Red Soil,1215.923969,4290052173,7.226696269,1665.625,Wheat
Red Soil,398.6906458,3713795483,6.91735452,1200,Groundnuts
Red Soil,294.4105073,4659408795,7.004129333,1914.0625,Millets
Red Soil,128.6474533,4282748947,7.078303789,1935.9375,Wheat
Red Soil,261.3849005,3878237962,4.324391906,2070.25,Groundnuts
Red Soil,129.777779,2052021252,2.589104965,2070.25,Millets
Red Soil,129.731215,2052073343,2.584693419,2070.25,Wheat
Red Soil,261.5404184,3878717220,4.325588666,2070.25,Groundnuts
Red Soil,130.1644184,2052368739,2.586439774,2070.25,Millets
Red Soil,130.2395305,2052538728,2.574969196,2070.25,Wheat
Red Soil,261.0312887,3878063765,4.318498144,2070.25,Groundnuts
Red Soil,146.4896672,825974160.3,4.199398407,2070.25,Millets
Red Soil,90.00177428,429826711.5,2.494835339,2070.25,Wheat
Red Soil,89.37294715,429675609,2.504027811,2070.25,Groundnuts
Red Soil,146.4390326,826012574.8,4.188352877,2070.25,Millets
Red Soil,89.84510759,429843826.5,2.505305427,2070.25,Wheat
Red Soil,90.14521996,429650573,2.496635389,2070.25,Groundnuts
Red Soil,148.1981145,826097696.8,4.19096013,2070.25,Millets
Red Soil,641.7896272,2899561127,6.786881103,1656.25,Wheat
Red Soil,2037.582471,1346727061,7.232335438,504.21875,Groundnuts
Red Soil,1999.231339,67482084,7.027685979,39.0625,Millets
Red Soil,735.7986658,276867552.5,6.805055565,196.5820313,Wheat
Red Soil,1082.88097,202790806,6.810942416,196.5820313,Groundnuts
Red Soil,1421.985485,455654622.3,7.360497251,196.5820313,Millets
Red Soil,2003.393396,581003262.3,7.286278115,196.875,Wheat
Red Soil,1113.864048,1388381727,6.479992035,196.171875,Groundnuts
Red Soil,190.3543774,1625996084,6.386474268,196.5820313,Millets
Red Soil,833.9556543,40054768,6.570862676,39.0625,Wheat
Red Soil,622.5995087,186169921,6.391754182,197.7539063,Groundnuts
Red Soil,576.1845626,447364438.3,6.354271481,196.6796875,Millets
Red Soil,571.3525629,348511256.8,6.556470485,197.296875,Wheat
Red Soil,335.2397978,801030840.8,6.700444612,196.6796875,Groundnuts
Red Soil,188.4193146,1107301216,7.182040044,197.03125,Millets
Red Soil,357.6971488,70746356.75,6.035668829,39.0625,Wheat
Red Soil,283.138914,797709046.3,7.244313591,196.5820313,Groundnuts
Red Soil,475.8347894,991834219.8,7.099191139,196.2734375,Millets
Red Soil,230.9123214,36744008.75,5.812517892,39.0625,Wheat
Red Soil,260.6202081,87158110.75,5.604802465,39.0625,Groundnuts
Red Soil,832.1714307,429665092.3,6.972975993,196.859375,Millets
Red Soil,208.0946878,228194855.5,7.071280507,39.0625,Wheat
Red Soil,591.5934456,500065439.3,6.278260826,196.5820313,Groundnuts
Red Soil,321.9620217,630667254.3,6.468588186,196.7695313,Millets
Red Soil,1208.353431,111786436.5,6.880810983,39.0625,Wheat
Red Soil,2026.487684,469425337.3,7.44265486,196.5820313,Groundnuts
Red Soil,267.270295,2456094181,4.53667535,196.359375,Millets
Red Soil,1081.414769,343499019,7.115159291,196.625,Groundnuts
Red Soil,125.7090792,193489438,5.438846864,196.5820313,Millets
Red Soil,989.2350416,55713980.75,6.681891692,39.0625,Wheat
Red Soil,890.3276347,201001329.3,6.799877523,196.5820313,Groundnuts
Red Soil,670.4062967,513931680.3,6.695674643,196.2734375,Millets
Red Soil,51.39812219,269173803.8,4.86093852,196.2734375,Wheat
Red Soil,604.7239319,477296075.3,7.213099872,196.5820313,Groundnuts
Red Soil,915.0364887,586649740.5,7.276992443,197.5703125,Millets
Red Soil,360.0904862,537529474,7.00016042,196.2734375,Wheat
Red Soil,317.1295515,318512793,6.97869326,196.7109375,Groundnuts
Red Soil,635.5631459,525192436,6.880891191,196.5820313,Millets
Red Soil,457.9121971,172989259.5,6.289668257,196.8632813,Wheat
Red Soil,1036.92129,476881420.8,6.999258443,197.7539063,Groundnuts
Red Soil,159.7566578,306015872.3,5.770115135,196.5820313,Millets
Red Soil,273.7848842,120472365.8,6.19513925,39.0625,Wheat
Red Soil,1363.063678,93218202.5,7.229217998,39.0625,Groundnuts
Red Soil,311.8775768,560822765,6.479227228,196.2734375,Millets
Red Soil,1164.167159,308768403,7.060770849,197.0742188,Wheat
Red Soil,2293.010991,543083800,7.310776467,197.5234375,Groundnuts
Red Soil,357.6971488,70746356.75,6.035668829,39.0625,Millets
Red Soil,541.5444406,313390315.8,6.733000617,196.453125,Wheat
Red Soil,312.6401551,1335964095,6.696775743,196.2734375,Groundnuts
Red Soil,404.9999268,434790036.5,6.203923724,196.5820313,Millets
Red Soil,263.6566849,702079291.5,6.332006912,196.2734375,Wheat
Red Soil,775.1000434,490135656.3,6.794081556,197.265625,Groundnuts
Red Soil,1795.045585,137638318.5,7.203133293,39.0625,Millets
Red Soil,384.7841692,63731088,6.074899009,39.0625,Wheat
Red Soil,463.0923801,495079942.5,6.166464292,196.5820313,Groundnuts
Red Soil,1649.542376,1326266145,6.082918391,197.7539063,Millets
Red Soil,404.9532959,605400336.8,6.888793575,196.2734375,Wheat
Red Soil,265.5084161,509080776.5,6.113294381,196.9921875,Groundnuts
Red Soil,812.060681,1454158949,7.368538733,196.2734375,Millets
Red Soil,353.3497173,701998737.3,6.082155934,196.5820313,Wheat
Red Soil,309.0331454,809089454.8,6.319629924,196.2734375,Groundnuts
Red Soil,276.5734036,429476999.5,7.010599911,196.078125,Millets
Red Soil,944.8482457,583096217.8,6.658340516,196.5820313,Wheat
Red Soil,647.5261925,721896626.8,6.694549674,196.2734375,Groundnuts
Red Soil,104.3643189,1.31305E+11,6.66482662,19200,Millets
Red Soil,714.8551929,962829282.5,6.355089936,426.5625,Wheat
Red Soil,112.7935064,7494900626,5.386225029,976.5625,Groundnuts
Red Soil,370.5630755,2310958602,6.596403123,724.609375,Millets
Red Soil,1215.923969,4290052173,7.226696269,1665.625,Wheat
Red Soil,398.6906458,3713795483,6.91735452,1200,Groundnuts
Red Soil,294.4105073,4659408795,7.004129333,1914.0625,Millets
Red Soil,128.6474533,4282748947,7.078303789,1935.9375,Wheat
Red Soil,267.8968732,410958584.3,5.627405909,196.6796875,Groundnuts
Red Soil,656.3401813,134038727.3,6.668958492,196.5820313,Millets
Red Soil,85.1415271,201565399,6.230727892,105.46875,Wheat
Red Soil,198.047813,204703943.8,7.056667997,106.078125,Groundnuts
Red Soil,2028.942047,481133989.3,7.351806515,197.7539063,Millets
Red Soil,332.700651,400183404.3,6.324089362,196.171875,Wheat
Red Soil,275.049164,959186114.5,7.155467786,196.5820313,Groundnuts
Red Soil,452.4550479,253738396,7.195703971,106.9140625,Millets
Red Soil,256.5975674,116309174.3,6.843877979,91.609375,Wheat
Red Soil,586.5697686,177399039.3,6.818751992,197.65625,Groundnuts
Red Soil,858.8298942,226089780,7.124251248,97.3984375,Millets
Red Soil,338.8844059,158915953,6.17193373,104.125,Wheat
Red Soil,884.4866274,348052583,7.129559254,154.6875,Groundnuts
Red Soil,967.2242947,256490680.8,7.07630672,95.72265625,Millets
Red Soil,688.1959253,561145237.5,6.397025545,196.5820313,Wheat
Red Soil,312.81172,1072587630,6.423818055,196.5820313,Groundnuts
Red Soil,1165.462715,284043618.8,7.600899736,98.765625,Millets
Red Soil,642.8471308,417029317.5,6.587946863,150,Wheat
Red Soil,355.6584449,100376367.8,6.570606676,130.046875,Groundnuts
Red Soil,737.8723776,198974837.5,7.027079228,129,Millets
Red Soil,428.8861475,52255456.25,6.976524442,49.25,Wheat
Red Soil,583.740497,491148913.5,7.259556087,196.9375,Groundnuts
Red Soil,189.7905095,127892681.5,6.569139758,104.4257813,Millets
Red Soil,284.6249859,58907942,6.244005835,120.0625,Wheat
Red Soil,1211.852501,126732756,6.547641365,197.03125,Groundnuts
Red Soil,298.5438124,719274857.3,6.956558481,196.9375,Groundnuts
Red Soil,415.0831346,1556591502,5.924924966,197.7539063,Millets
Red Soil,275.0423257,139443035,6.319894052,137.9648438,Wheat
Red Soil,1.276755853,279925296,1.611893546,196.875,Groundnuts
Red Soil,702.5451794,273722115.8,6.79250122,196.5820313,Millets
Red Soil,357.0084086,70917523.5,6.050312628,39.0625,Wheat
Red Soil,158.6111379,85585521.5,6.477641758,39.0625,Groundnuts
Red Soil,158.0952439,1106392161,7.154737455,197.03125,Millets
Red Soil,274.2148922,126803850,6.109667944,122.609375,Wheat
Red Soil,302.6769233,688116684.5,6.281948055,196.7695313,Groundnuts
Red Soil,288.9741594,179088762.3,6.67399526,139.453125,Millets
Red Soil,1999.231339,67482084,7.027685979,39.0625,Wheat
Red Soil,265.5084161,509080776.5,6.113294381,196.9921875,Groundnuts
Red Soil,808.2093826,525230108.5,6.593347301,197.03125,Millets
Red Soil,1822.988591,357320309.3,7.276567598,196.2734375,Wheat
Red Soil,430.7239585,74261951.25,6.53155389,56.77734375,Groundnuts
Red Soil,611.1634235,306237403.8,6.698469305,75.15234375,Millets
Red Soil,735.7986658,276867552.5,6.805055565,196.5820313,Wheat
Red Soil,398.6906458,3713795483,6.91735452,1200,Groundnuts
Red Soil,230.9123214,36744008.75,5.812517892,39.0625,Millets
Red Soil,283.138914,797709046.3,7.244313591,196.5820313,Wheat
Red Soil,916.0935181,171847249.3,6.767869205,196.2734375,Groundnuts
Red Soil,1053.191213,339765485.5,6.83408054,196.5820313,Millets
Red Soil,421.9435558,453151450,6.643122327,197.7539063,Wheat
Red Soil,611.1634235,306237403.8,6.698469305,75.15234375,Groundnuts
Red Soil,583.740497,491148913.5,7.259556087,196.9375,Millets
Red Soil,415.0831346,1556591502,5.924924966,197.7539063,Wheat
Red Soil,261.3849005,3878237962,4.324391906,2070.25,Groundnuts
Red Soil,129.777779,2052021252,2.589104965,2070.25,Millets
Red Soil,129.731215,2052073343,2.584693419,2070.25,Wheat
Red Soil,261.5404184,3878717220,4.325588666,2070.25,Groundnuts
Red Soil,130.1644184,2052368739,2.586439774,2070.25,Millets
Red Soil,130.2395305,2052538728,2.574969196,2070.25,Wheat
Red Soil,261.0312887,3878063765,4.318498144,2070.25,Groundnuts
Red Soil,146.4896672,825974160.3,4.199398407,2070.25,Millets
Red Soil,90.00177428,429826711.5,2.494835339,2070.25,Wheat
Red Soil,89.37294715,429675609,2.504027811,2070.25,Groundnuts
Red Soil,146.4390326,826012574.8,4.188352877,2070.25,Millets
Red Soil,89.84510759,429843826.5,2.505305427,2070.25,Wheat
Red Soil,90.14521996,429650573,2.496635389,2070.25,Groundnuts
Red Soil,148.1981145,826097696.8,4.19096013,2070.25,Millets
Red Soil,641.7896272,2899561127,6.786881103,1656.25,Wheat